ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000278812	C8orf31	processed_transcript	5	3	47	5	30	2	45
ENSG00000175305	CCNE2	protein_coding	25	28	15	22	6	18	17
ENSG00000078618	NRDC	protein_coding	828	1196	1559	1161	1026	1223	1115
ENSG00000163468	CCT3	protein_coding	1092	1211	1432	1384	938	1181	1011
ENSG00000197961	ZNF121	protein_coding	842	849	1250	872	915	1173	832
ENSG00000113522	RAD50	protein_coding	299	497	689	649	325	472	262
ENSG00000012174	MBTPS2	protein_coding	91	152	207	165	93	184	83
ENSG00000120254	MTHFD1L	protein_coding	246	254	548	642	337	591	245
ENSG00000110921	MVK	protein_coding	76	197	537	264	243	221	354
ENSG00000115053	NCL	protein_coding	1866	2041	2325	2101	1703	2049	1542
ENSG00000101843	PSMD10	protein_coding	230	271	331	334	262	330	330
ENSG00000196639	HRH1	protein_coding	251	343	748	357	482	453	812
ENSG00000181751	C5orf30	protein_coding	55	74	122	122	76	127	56
ENSG00000152689	RASGRP3	protein_coding	418	361	614	344	359	299	513
ENSG00000088899	RP5-1187M17.10	protein_coding	534	539	629	430	463	540	397
ENSG00000212743	RP11-563J2.3	lincRNA	3	7	15	3	1	4	25
ENSG00000152944	MED21	protein_coding	245	294	337	317	262	377	289
ENSG00000132718	SYT11	protein_coding	42	24	37	41	10	44	9
ENSG00000118308	LRMP	protein_coding	13	42	692	33	301	50	119
ENSG00000173898	SPTBN2	protein_coding	264	642	1221	546	379	501	412
ENSG00000134107	BHLHE40	protein_coding	2504	2589	2833	2110	2392	2203	2945
ENSG00000164542	KIAA0895	protein_coding	44	129	78	56	22	48	14
ENSG00000148356	LRSAM1	protein_coding	530	638	823	465	571	631	477
ENSG00000163517	HDAC11	protein_coding	109	225	260	213	263	166	208
ENSG00000160710	ADAR	protein_coding	2424	2609	3392	2439	2712	3085	2258
ENSG00000164778	EN2	protein_coding	23	19	22	23	5	14	5
ENSG00000267620	RP11-795H16.2	processed_pseudogene	4	10	19	10	8	13	6
ENSG00000244513	CTD-2013N24.2	antisense	25	23	29	18	24	22	36
ENSG00000275368	TCTE3	protein_coding	31	31	34	24	19	29	58
ENSG00000124191	TOX2	protein_coding	90	35	63	132	6	87	22
ENSG00000099917	MED15	protein_coding	1539	1649	1950	1361	1442	1627	1656
ENSG00000105887	MTPN	protein_coding	726	795	974	923	1043	1028	1014
ENSG00000228013	RP11-350G8.5	antisense	36	24	14	16	4	4	10
ENSG00000082175	PGR	protein_coding	21	53	38	11	6	42	17
ENSG00000139572	GPR84	protein_coding	13	8	19	4	13	5	13
ENSG00000106686	SPATA6L	protein_coding	51	46	63	51	37	45	35
ENSG00000158019	BRE	protein_coding	179	203	284	271	163	218	249
ENSG00000162512	SDC3	protein_coding	725	545	943	925	435	762	323
ENSG00000150433	TMEM218	protein_coding	11	20	73	47	73	37	48
ENSG00000185386	MAPK11	protein_coding	264	195	158	143	46	185	156
ENSG00000054611	TBC1D22A	protein_coding	211	391	487	416	333	368	370
ENSG00000204789	ZNF204P	processed_pseudogene	78	101	83	30	30	55	40
ENSG00000138386	NAB1	protein_coding	453	469	627	584	433	535	370
ENSG00000157570	TSPAN18	protein_coding	55	52	37	37	21	42	28
ENSG00000108590	MED31	protein_coding	46	40	62	59	60	51	84
ENSG00000278212	MAFIP	unprocessed_pseudogene	18	2	0	5	14	7	11
ENSG00000250303	RP11-356J5.12	lincRNA	12	6	14	21	9	29	19
ENSG00000162194	LBHD1	protein_coding	21	33	44	32	20	31	14
ENSG00000178538	CA8	protein_coding	93	24	61	79	31	79	22
ENSG00000188186	LAMTOR4	protein_coding	193	225	251	225	192	207	193
ENSG00000136695	IL36RN	protein_coding	1	0	113	30	149	17	121
ENSG00000225921	NOL7	protein_coding	238	277	348	333	254	279	193
ENSG00000100916	BRMS1L	protein_coding	100	118	119	120	62	111	51
ENSG00000125779	PANK2	protein_coding	368	366	588	324	392	375	421
ENSG00000137413	TAF8	protein_coding	512	599	824	459	505	535	336
ENSG00000151651	ADAM8	protein_coding	806	1579	2175	1827	2385	2005	2454
ENSG00000159788	RGS12	protein_coding	1110	1542	2024	1027	1662	1480	1953
ENSG00000148965	SAA4	protein_coding	5	8	16	19	13	18	2
ENSG00000141664	ZCCHC2	protein_coding	865	974	1031	679	671	828	810
ENSG00000207650	MIR570	miRNA	14	15	30	13	28	17	15
ENSG00000227709	RP11-118D22.3	processed_pseudogene	15	9	17	11	9	7	7
ENSG00000138867	GUCD1	protein_coding	961	986	1222	1001	1094	1187	890
ENSG00000224367	OACYLP	transcribed_unitary_pseudogene	10	19	2	22	4	9	2
ENSG00000168116	KIAA1586	protein_coding	15	19	13	24	5	17	3
ENSG00000267322	SNHG22	antisense	64	48	119	41	106	93	245
ENSG00000125520	SLC2A4RG	protein_coding	246	310	266	386	152	293	134
ENSG00000169239	CA5B	protein_coding	112	148	141	98	91	139	78
ENSG00000088970	KIZ	protein_coding	185	342	434	157	457	252	365
ENSG00000051825	MPHOSPH9	protein_coding	89	103	123	77	76	86	69
ENSG00000186567	CEACAM19	protein_coding	287	238	361	188	142	215	210
ENSG00000178217	SH2D4B	protein_coding	9	5	7	5	5	5	20
ENSG00000281886	TGM4	protein_coding	7	27	49	20	22	11	13
ENSG00000198783	ZNF830	protein_coding	168	181	321	228	185	182	198
ENSG00000275888	RP13-516M14.10	antisense	62	54	62	35	34	50	85
ENSG00000128268	MGAT3	protein_coding	112	122	311	169	183	46	163
ENSG00000224448	GS1-259H13.7	processed_pseudogene	5	30	17	24	6	5	5
ENSG00000183474	GTF2H2C	protein_coding	13	17	14	16	12	18	8
ENSG00000170647	TMEM133	protein_coding	103	115	112	152	70	160	55
ENSG00000198265	HELZ	protein_coding	1162	1642	1997	851	1559	1264	2201
ENSG00000141378	PTRH2	protein_coding	204	210	314	311	202	329	137
ENSG00000261104	RP11-734K21.5	lincRNA	0	3	17	6	15	7	42
ENSG00000184752	NDUFA12	protein_coding	131	159	229	199	186	159	184
ENSG00000078295	ADCY2	protein_coding	107	141	100	72	20	120	33
ENSG00000076321	KLHL20	protein_coding	125	161	236	152	106	157	94
ENSG00000164236	ANKRD33B	protein_coding	645	551	559	729	270	447	339
ENSG00000267523	CTD-2537I9.12	antisense	82	70	85	39	58	88	72
ENSG00000174996	KLC2	protein_coding	685	659	714	645	417	626	444
ENSG00000115459	ELMOD3	protein_coding	295	461	726	307	490	461	531
ENSG00000116478	HDAC1	protein_coding	576	577	1133	638	1082	807	1325
ENSG00000214827	MTCP1	protein_coding	14	20	19	13	4	15	4
ENSG00000160131	VMA21	protein_coding	132	174	188	257	94	250	76
ENSG00000182931	WFDC10B	protein_coding	6	0	12	3	5	4	16
ENSG00000188385	JAKMIP3	protein_coding	29	37	86	34	48	42	31
ENSG00000105971	CAV2	protein_coding	592	732	645	893	496	667	528
ENSG00000119682	AREL1	protein_coding	626	651	1170	830	888	980	914
ENSG00000169718	DUS1L	protein_coding	887	1130	1335	1012	876	1026	857
ENSG00000235652	RP11-545I5.3	antisense	13	20	13	8	6	17	2
ENSG00000089094	KDM2B	protein_coding	253	368	627	322	304	342	366
ENSG00000133019	CHRM3	protein_coding	8	5	7	18	2	5	8
ENSG00000116874	WARS2	protein_coding	143	203	213	251	131	233	106
ENSG00000177181	RIMKLA	protein_coding	20	15	33	15	4	7	53
ENSG00000130204	TOMM40	protein_coding	433	444	698	681	340	552	280
ENSG00000213089	PDCL3P5	processed_pseudogene	21	14	15	16	8	10	22
ENSG00000280807	TUBGCP5	protein_coding	37	42	87	63	27	67	23
ENSG00000279207	RP11-159D12.8	TEC	295	329	493	211	203	297	296
ENSG00000169814	BTD	protein_coding	92	119	133	111	42	95	56
ENSG00000125870	SNRPB2	protein_coding	248	243	391	349	320	387	281
ENSG00000275118	MBOAT7	protein_coding	1172	1228	1605	1099	1111	1258	1493
ENSG00000282665	ERICH1	protein_coding	214	305	428	247	222	294	226
ENSG00000213397	HAUS7	protein_coding	13	27	38	9	5	24	12
ENSG00000150051	MKX	protein_coding	22	4	4	18	0	14	2
ENSG00000118705	RPN2	protein_coding	1061	1259	1362	1355	1146	1273	1052
ENSG00000275234	CTD-2396E7.11	antisense	108	138	220	139	229	177	242
ENSG00000123838	C4BPA	protein_coding	4	3	15	19	4	5	9
ENSG00000134256	CD101	protein_coding	39	22	83	22	23	28	22
ENSG00000282254	AC004980.7	transcribed_unprocessed_pseudogene	53	51	74	61	43	82	77
ENSG00000083097	DOPEY1	protein_coding	309	524	573	284	183	297	324
ENSG00000147601	TERF1	protein_coding	131	144	211	193	122	162	78
ENSG00000232354	VIPR1-AS1	antisense	22	11	50	8	20	23	18
ENSG00000131149	GSE1	protein_coding	997	1372	1720	1006	1228	1191	938
ENSG00000175564	UCP3	protein_coding	22	51	100	20	43	46	39
ENSG00000124575	HIST1H1D	protein_coding	4	8	6	2	7	3	17
ENSG00000228474	OST4	protein_coding	165	164	176	175	174	157	172
ENSG00000131730	CKMT2	protein_coding	12	6	19	7	4	7	5
ENSG00000158296	SLC13A3	protein_coding	70	107	158	187	62	157	46
ENSG00000139597	N4BP2L1	protein_coding	657	681	456	343	315	495	315
ENSG00000214367	HAUS3	protein_coding	161	182	171	165	141	174	100
ENSG00000048649	RSF1	protein_coding	912	1083	1480	823	1108	1037	1198
ENSG00000103540	CCP110	protein_coding	238	405	269	176	121	224	116
ENSG00000154359	LONRF1	protein_coding	409	493	546	587	438	546	508
ENSG00000100629	CEP128	protein_coding	11	13	43	10	12	15	22
ENSG00000183423	LRIT3	protein_coding	10	15	17	10	0	15	8
ENSG00000205593	DENND6B	protein_coding	91	74	94	71	52	83	46
ENSG00000141012	GALNS	protein_coding	226	487	598	346	237	407	245
ENSG00000121903	ZSCAN20	protein_coding	21	31	85	23	18	41	22
ENSG00000275713	HIST1H2BH	protein_coding	12	13	19	11	21	23	65
ENSG00000169925	BRD3	protein_coding	576	795	977	638	599	684	512
ENSG00000186687	LYRM7	protein_coding	22	45	50	45	20	65	12
ENSG00000196136	SERPINA3	protein_coding	1052	1175	537	1391	476	1381	359
ENSG00000171970	ZNF57	protein_coding	109	159	209	152	99	96	98
ENSG00000112234	FBXL4	protein_coding	178	349	322	343	210	331	200
ENSG00000174607	UGT8	protein_coding	11	18	22	21	7	12	11
ENSG00000138756	BMP2K	protein_coding	51	46	78	56	38	100	48
ENSG00000125648	SLC25A23	protein_coding	352	918	1305	725	1550	900	1503
ENSG00000261087	KB-1460A1.5	lincRNA	228	162	250	134	137	216	301
ENSG00000169567	HINT1	protein_coding	456	474	477	496	492	519	426
ENSG00000144040	SFXN5	protein_coding	106	134	177	107	60	104	48
ENSG00000072422	RHOBTB1	protein_coding	178	124	141	162	28	127	59
ENSG00000080493	SLC4A4	protein_coding	757	610	446	336	132	552	72
ENSG00000235082	SUMO1P3	processed_pseudogene	15	17	37	16	18	17	22
ENSG00000116871	MAP7D1	protein_coding	1443	1825	2253	1981	1893	1619	2039
ENSG00000263680	RP11-57A1.1	lincRNA	0	4	12	2	8	3	16
ENSG00000138356	AOX1	protein_coding	21	51	104	248	16	78	10
ENSG00000142871	CYR61	protein_coding	1775	1530	1401	1685	1119	1532	1211
ENSG00000183340	JRKL	protein_coding	81	126	194	175	71	136	107
ENSG00000138594	TMOD3	protein_coding	795	890	1483	1116	1352	1278	1506
ENSG00000102189	EEA1	protein_coding	327	503	662	356	529	475	532
ENSG00000115594	IL1R1	protein_coding	714	1002	1003	895	542	1226	593
ENSG00000267100	ILF3-AS1	lincRNA	140	224	174	136	97	151	87
ENSG00000126777	KTN1	protein_coding	1743	1868	2253	1832	1890	2074	2083
ENSG00000102893	PHKB	protein_coding	305	482	854	508	576	707	686
ENSG00000133138	TBC1D8B	protein_coding	98	149	231	119	269	201	292
ENSG00000104341	LAPTM4B	protein_coding	553	702	730	783	502	741	503
ENSG00000105677	TMEM147	protein_coding	288	356	446	433	329	379	218
ENSG00000119737	GPR75	protein_coding	60	70	138	35	53	43	47
ENSG00000132256	TRIM5	protein_coding	423	453	556	478	328	528	356
ENSG00000130208	APOC1	protein_coding	4	6	22	5	8	11	5
ENSG00000187951	ARHGAP11B	protein_coding	20	30	19	16	43	22	8
ENSG00000117713	ARID1A	protein_coding	1742	2445	2946	1561	2096	2201	1853
ENSG00000083750	RRAGB	protein_coding	166	188	212	156	71	156	88
ENSG00000173660	UQCRH	protein_coding	313	315	427	372	377	375	349
ENSG00000073578	SDHA	protein_coding	805	848	1013	800	1045	990	1011
ENSG00000186272	ZNF17	protein_coding	39	54	67	46	48	47	51
ENSG00000137871	ZNF280D	protein_coding	256	309	376	300	190	329	145
ENSG00000173511	VEGFB	protein_coding	259	257	338	298	229	258	195
ENSG00000206561	COLQ	protein_coding	26	41	46	17	20	25	21
ENSG00000108591	DRG2	protein_coding	143	222	338	291	155	261	117
ENSG00000240854	RP11-64K7.1	processed_pseudogene	22	28	44	32	25	28	28
ENSG00000239405	TMED10P2	processed_pseudogene	6	11	22	18	16	16	25
ENSG00000144554	FANCD2	protein_coding	77	134	183	105	135	129	134
ENSG00000278165	DUSP8	protein_coding	1212	1334	1318	960	1036	1117	1169
ENSG00000127589	TUBBP1	transcribed_processed_pseudogene	34	23	37	41	10	24	28
ENSG00000119231	SENP5	protein_coding	534	565	834	513	615	692	658
ENSG00000283173	RP4-669P10.19	processed_pseudogene	8	18	12	4	7	15	6
ENSG00000147168	IL2RG	protein_coding	276	422	474	559	319	480	408
ENSG00000164051	CCDC51	protein_coding	44	95	149	91	50	63	56
ENSG00000236706	HLA-U	unprocessed_pseudogene	3	5	35	12	27	8	7
ENSG00000109787	KLF3	protein_coding	1119	1627	1926	1265	1951	1772	1882
ENSG00000205622	AF064858.6	lincRNA	25	29	19	30	18	6	29
ENSG00000105325	FZR1	protein_coding	784	1080	1106	880	932	831	897
ENSG00000135476	ESPL1	protein_coding	108	129	373	130	113	60	151
ENSG00000100938	GMPR2	protein_coding	433	581	847	492	588	534	711
ENSG00000231628	RP3-355L5.4	antisense	27	33	33	10	26	30	25
ENSG00000178568	ERBB4	protein_coding	4	20	52	12	10	7	35
ENSG00000225603	RP11-325P15.1	processed_pseudogene	5	17	10	8	16	10	4
ENSG00000047849	MAP4	protein_coding	2484	2630	2655	2622	1597	2279	1560
ENSG00000171723	GPHN	protein_coding	250	371	541	372	161	303	245
ENSG00000103546	SLC6A2	protein_coding	6	22	7	20	10	10	1
ENSG00000205959	RP11-689P11.2	lincRNA	32	91	70	29	92	51	46
ENSG00000095951	HIVEP1	protein_coding	1464	1410	1931	1261	1240	1232	1256
ENSG00000226666	HSPA9P1	processed_pseudogene	9	26	55	40	34	49	27
ENSG00000004776	HSPB6	protein_coding	15	19	4	22	1	24	3
ENSG00000160888	IER2	protein_coding	825	876	1023	852	865	794	962
ENSG00000227719	AC006042.6	antisense	11	12	15	17	12	19	28
ENSG00000156709	AIFM1	protein_coding	111	150	374	252	143	212	134
ENSG00000129595	EPB41L4A	protein_coding	163	265	298	213	147	245	294
ENSG00000132541	RIDA	protein_coding	23	46	47	49	23	42	19
ENSG00000099889	ARVCF	protein_coding	603	1056	640	664	388	1043	417
ENSG00000183496	MEX3B	protein_coding	111	139	71	67	27	92	52
ENSG00000238110	RP11-350E12.5	processed_pseudogene	15	18	26	22	18	20	15
ENSG00000204946	ZNF783	protein_coding	212	323	502	327	225	393	189
ENSG00000132846	ZBED3	protein_coding	86	92	71	88	13	47	18
ENSG00000147454	SLC25A37	protein_coding	3424	2458	2949	2732	2457	3246	2132
ENSG00000198324	FAM109A	protein_coding	140	185	259	230	100	253	85
ENSG00000258469	CHMP4BP1	processed_pseudogene	24	25	62	29	35	21	81
ENSG00000162994	CLHC1	protein_coding	34	26	37	24	24	27	26
ENSG00000110497	AMBRA1	protein_coding	597	906	1334	640	1077	805	1129
ENSG00000228242	AC093495.4	antisense	86	115	160	26	39	63	56
ENSG00000101084	C20orf24	protein_coding	81	106	190	119	198	117	185
ENSG00000096696	DSP	protein_coding	5044	6345	7572	4431	6231	4832	6991
ENSG00000108950	FAM20A	protein_coding	75	59	102	41	80	108	105
ENSG00000168264	IRF2BP2	protein_coding	1157	1408	1545	1150	1208	1327	1454
ENSG00000147065	MSN	protein_coding	2817	2461	2536	2987	2140	2793	2084
ENSG00000086289	EPDR1	protein_coding	137	74	72	156	31	70	18
ENSG00000066117	SMARCD1	protein_coding	815	727	927	738	365	705	392
ENSG00000172985	SH3RF3	protein_coding	90	48	62	118	12	120	21
ENSG00000197937	ZNF347	protein_coding	86	157	244	143	83	138	63
ENSG00000235674	LDHAP2	processed_pseudogene	7	10	17	9	11	16	20
ENSG00000263307	RP11-166B2.8	antisense	18	14	16	7	6	11	12
ENSG00000279453	RP3-425C14.4	TEC	67	68	87	47	53	62	47
ENSG00000115041	KCNIP3	protein_coding	109	115	115	49	55	64	78
ENSG00000179818	PCBP1-AS1	processed_transcript	320	368	504	307	170	348	290
ENSG00000143333	RGS16	protein_coding	508	155	216	316	140	203	330
ENSG00000100968	NFATC4	protein_coding	249	401	480	378	268	540	261
ENSG00000118298	CA14	protein_coding	62	69	97	23	95	53	78
ENSG00000101972	STAG2	protein_coding	1341	1411	1535	1306	1589	1604	1577
ENSG00000142961	MOB3C	protein_coding	717	672	1238	783	1058	1082	1108
ENSG00000196352	CD55	protein_coding	1417	1478	1797	1636	1711	1829	1769
ENSG00000217241	CBX3P9	processed_pseudogene	36	30	56	34	23	35	44
ENSG00000186468	RPS23	protein_coding	422	556	419	268	424	473	289
ENSG00000127561	SYNGR3	protein_coding	53	41	41	100	79	75	40
ENSG00000102900	NUP93	protein_coding	379	402	690	654	319	487	323
ENSG00000166949	SMAD3	protein_coding	3969	4095	4908	3963	4642	4656	4620
ENSG00000279141	LINC01451	lincRNA	38	74	57	8	60	30	264
ENSG00000108239	TBC1D12	protein_coding	126	189	264	152	220	195	165
ENSG00000247498	RP11-392P7.6	antisense	52	85	80	61	52	55	59
ENSG00000231584	FAHD2CP	transcribed_unprocessed_pseudogene	59	66	80	46	18	52	37
ENSG00000167535	CACNB3	protein_coding	179	236	318	245	193	199	171
ENSG00000144278	GALNT13	protein_coding	12	20	13	13	1	46	4
ENSG00000114302	PRKAR2A	protein_coding	278	407	684	406	345	467	228
ENSG00000142655	PEX14	protein_coding	299	356	503	367	382	275	352
ENSG00000227218	RP11-203J24.8	antisense	18	50	100	17	90	103	51
ENSG00000100979	PLTP	protein_coding	272	399	361	359	154	211	20
ENSG00000173166	RAPH1	protein_coding	178	247	437	211	256	247	267
ENSG00000141503	MINK1	protein_coding	3503	3990	3872	2339	2882	2581	3444
ENSG00000100075	SLC25A1	protein_coding	375	487	553	477	428	434	397
ENSG00000106462	EZH2	protein_coding	225	260	279	197	160	201	265
ENSG00000141738	GRB7	protein_coding	1750	2012	2055	1453	1805	1643	2029
ENSG00000219200	RNASEK	protein_coding	114	92	122	74	93	78	131
ENSG00000152684	PELO	protein_coding	413	464	555	494	533	518	406
ENSG00000277938	RP5-965G21.3	lincRNA	46	52	58	18	26	33	26
ENSG00000136122	BORA	protein_coding	32	49	99	38	76	45	71
ENSG00000198858	R3HDM4	protein_coding	781	974	1196	999	1111	1066	1109
ENSG00000271855	RP11-214N9.1	lincRNA	6	5	9	1	4	2	16
ENSG00000253320	AZIN1-AS1	antisense	24	25	8	17	3	19	19
ENSG00000203801	LINC00222	lincRNA	22	15	25	4	17	17	35
ENSG00000282684	ZC3H3	protein_coding	293	414	655	357	482	466	490
ENSG00000107897	ACBD5	protein_coding	205	186	423	213	358	322	374
ENSG00000185298	CCDC137	protein_coding	393	640	700	544	388	526	310
ENSG00000163687	DNASE1L3	protein_coding	51	0	5	2	6	2	6
ENSG00000219487	RP11-365H23.1	processed_pseudogene	2	5	18	12	12	6	19
ENSG00000282637	MAP3K14	processed_transcript	520	681	675	553	207	390	290
ENSG00000156973	PDE6D	protein_coding	114	171	240	204	154	179	142
ENSG00000186416	NKRF	protein_coding	135	182	247	214	116	165	127
ENSG00000261893	CLK2	protein_coding	640	734	957	644	588	701	633
ENSG00000181634	TNFSF15	protein_coding	325	277	328	358	82	223	176
ENSG00000187742	SECISBP2	protein_coding	620	722	1015	773	603	908	650
ENSG00000010072	SPRTN	protein_coding	76	85	182	93	106	120	141
ENSG00000111886	GABRR2	protein_coding	82	125	247	79	63	133	117
ENSG00000105176	URI1	protein_coding	362	479	594	602	457	577	332
ENSG00000100336	APOL4	protein_coding	149	204	307	32	104	84	207
ENSG00000172139	SLC9C1	protein_coding	8	6	18	15	11	25	12
ENSG00000125772	GPCPD1	protein_coding	605	753	1047	619	923	1044	1653
ENSG00000197457	STMN3	protein_coding	202	177	136	177	55	251	47
ENSG00000119396	RAB14	protein_coding	812	934	895	906	883	1007	776
ENSG00000184508	HDDC3	protein_coding	13	31	45	40	14	23	11
ENSG00000180871	CXCR2	protein_coding	3	40	83	17	31	17	66
ENSG00000149600	COMMD7	protein_coding	130	166	208	271	131	202	128
ENSG00000259838	TCEB1P2	unprocessed_pseudogene	17	12	19	12	10	10	14
ENSG00000101017	CD40	protein_coding	565	628	607	948	591	774	505
ENSG00000135720	DYNC1LI2	protein_coding	1060	1172	1625	1002	1273	1389	1376
ENSG00000203965	EFCAB7	protein_coding	60	72	45	40	17	35	16
ENSG00000203879	GDI1	protein_coding	1319	1375	1524	1273	1382	1284	1396
ENSG00000165813	CCDC186	protein_coding	916	956	1274	717	1153	1124	1322
ENSG00000163032	VSNL1	protein_coding	193	305	326	307	141	175	138
ENSG00000104872	PIH1D1	protein_coding	402	564	745	576	548	549	636
ENSG00000203722	RAET1G	protein_coding	10	13	46	12	32	18	36
ENSG00000108883	EFTUD2	protein_coding	661	852	1352	1153	654	1014	522
ENSG00000233831	ZNF311	protein_coding	16	35	53	49	14	35	15
ENSG00000081870	HSPB11	protein_coding	109	133	139	144	152	169	141
ENSG00000233846	RP11-307L3.2	processed_pseudogene	15	18	21	17	19	15	15
ENSG00000070010	UFD1L	protein_coding	675	654	949	696	684	847	768
ENSG00000128578	STRIP2	protein_coding	30	17	169	23	137	72	269
ENSG00000142279	WTIP	protein_coding	338	453	537	412	245	328	238
ENSG00000270055	CTD-3092A11.2	sense_intronic	58	44	27	10	51	31	22
ENSG00000161277	THAP8	protein_coding	24	33	36	43	20	33	27
ENSG00000085382	HACE1	protein_coding	87	103	121	93	38	81	53
ENSG00000131379	C3orf20	protein_coding	11	4	19	10	7	8	8
ENSG00000145284	SCD5	protein_coding	357	415	449	399	147	216	277
ENSG00000213194	CDK7PS	processed_pseudogene	13	11	24	21	20	23	25
ENSG00000186615	KTN1-AS1	antisense	12	20	45	41	9	20	14
ENSG00000041802	LSG1	protein_coding	377	471	671	553	290	571	244
ENSG00000100138	SNU13	protein_coding	482	570	729	703	536	627	467
ENSG00000225335	XXbac-B476C20.9	antisense	15	13	28	27	12	23	8
ENSG00000271936	RP11-443B20.1	antisense	6	12	18	5	8	5	3
ENSG00000161509	GRIN2C	protein_coding	6	5	19	5	5	5	2
ENSG00000114098	ARMC8	protein_coding	390	693	617	678	309	493	372
ENSG00000142494	SLC47A1	protein_coding	8	58	14	53	7	59	6
ENSG00000167536	DHRS13	protein_coding	104	176	130	144	78	82	56
ENSG00000259863	SH3RF3-AS1	lincRNA	6	1	7	9	2	18	2
ENSG00000255182	CTD-2517M22.14	processed_transcript	23	33	35	19	23	19	37
ENSG00000268205	CTC-444N24.11	lincRNA	340	312	441	278	334	359	549
ENSG00000106113	CRHR2	protein_coding	5	9	27	3	7	6	18
ENSG00000017260	ATP2C1	protein_coding	749	925	1034	1128	776	1058	861
ENSG00000089063	TMEM230	protein_coding	184	255	378	451	243	401	212
ENSG00000176909	MAMSTR	protein_coding	7	19	18	10	6	5	14
ENSG00000120738	EGR1	protein_coding	2803	2758	2781	2615	2428	2056	2518
ENSG00000173320	STOX2	protein_coding	296	398	476	123	249	212	343
ENSG00000114841	DNAH1	protein_coding	367	484	712	313	319	483	508
